agency_cd	site_no	datetime	Gage_Max   	Status_Gage_Max	Gage_min	Status_gage_min	Gage_Mean	Status_Gage_Mean
USGS	14128600	2014-08-10	76.53	A	75.25	A	75.64	A
USGS	14128600	2014-08-11	76.13	A	74.14	A	74.82	A
USGS	14128600	2014-08-12	76.20	A	74.91	A	75.46	A
USGS	14128600	2014-08-13	75.84	A	75.49	A	75.65	A
USGS	14128600	2014-08-14	76.36	A	73.90	A	74.90	A
USGS	14128600	2014-08-15	76.32	A	74.94	A	75.51	A
USGS	14128600	2014-08-16	75.82	A	74.39	A	75.00	A
USGS	14128600	2014-08-17	75.12	A	74.32	A	74.65	A
USGS	14128600	2014-08-18	74.95	A	73.40	A	74.25	A
USGS	14128600	2014-08-19	74.97	A	73.73	A	74.32	A
USGS	14128600	2014-08-20	74.83	A	73.57	A	74.12	A
USGS	14128600	2014-08-21	74.92	A	73.71	A	74.22	A
USGS	14128600	2014-08-22	74.91	A	73.99	A	74.36	A
USGS	14128600	2014-08-23	74.91	A	73.62	A	74.09	A
USGS	14128600	2014-08-24	74.90	A	74.06	A	74.45	A
USGS	14128600	2014-08-25	75.48	A	74.19	A	74.78	A
USGS	14128600	2014-08-26	75.60	A	74.09	A	74.65	A
USGS	14128600	2014-08-27	75.60	A	74.59	A	74.88	A
USGS	14128600	2014-08-28	75.21	A	74.50	A	74.91	A
USGS	14128600	2014-08-29	75.63	A	74.74	A	75.09	A
USGS	14128600	2014-08-30	75.24	A	74.37	A	74.63	A
USGS	14128600	2014-08-31	74.61	A	73.19	A	73.82	A
USGS	14128600	2014-09-01	74.33	A	73.26	A	73.67	A
USGS	14128600	2014-09-02	73.48	A	73.05	A	73.27	A
USGS	14128600	2014-09-03	74.18	A	73.09	A	73.42	A
USGS	14128600	2014-09-04	76.01	A	73.97	A	74.52	A
USGS	14128600	2014-09-05	76.41	A	75.19	A	75.77	A
USGS	14128600	2014-09-06	76.34	A	75.34	A	75.82	A
USGS	14128600	2014-09-07	76.19	A	75.47	A	75.65	A
USGS	14128600	2014-09-08	75.80	A	75.59	A	75.65	A
USGS	14128600	2014-09-09	76.57	A	75.79	A	76.26	A
USGS	14128600	2014-09-10	76.65	A	75.95	A	76.23	A
USGS	14128600	2014-09-11	76.22	A	75.70	A	75.88	A
USGS	14128600	2014-09-12	76.74	A	75.77	A	76.28	A
USGS	14128600	2014-09-13	76.67	A	76.33	A	76.53	A
USGS	14128600	2014-09-14	76.49	A	76.19	A	76.29	A
USGS	14128600	2014-09-15	76.51	A	75.97	A	76.31	A
USGS	14128600	2014-09-16	76.55	A	75.94	A	76.26	A
USGS	14128600	2014-09-17	76.47	A	75.83	A	76.12	A
USGS	14128600	2014-09-18	76.45	A	76.10	A	76.31	A
USGS	14128600	2014-09-19	76.49	A	75.98	A	76.26	A
USGS	14128600	2014-09-20	76.29	A	75.61	A	75.98	A
USGS	14128600	2014-09-21	76.23	A	75.53	A	75.81	A
USGS	14128600	2014-09-22	76.52	A	75.42	A	75.86	A
USGS	14128600	2014-09-23	76.58	A	75.91	A	76.22	A
USGS	14128600	2014-09-24	76.57	A	75.65	A	76.01	A
USGS	14128600	2014-09-25	76.78	A	75.82	A	76.26	A
USGS	14128600	2014-09-26	76.47	A	75.98	A	76.10	A
USGS	14128600	2014-09-27	76.26	A	75.70	A	75.94	A
USGS	14128600	2014-09-28	76.03	A	75.44	A	75.73	A
USGS	14128600	2014-09-29	75.86	A	74.78	A	75.11	A
USGS	14128600	2014-09-30	75.20	A	74.73	A	74.88	A
USGS	14128600	2014-10-01	75.35	A	75.07	A	75.19	A
USGS	14128600	2014-10-02	75.61	A	75.12	A	75.33	A
USGS	14128600	2014-10-03	75.84	A	75.09	A	75.36	A
USGS	14128600	2014-10-04	75.80	A	75.38	A	75.56	A
USGS	14128600	2014-10-05	76.14	A	75.77	A	75.96	A
USGS	14128600	2014-10-06	76.14	A	75.31	A	75.54	A
USGS	14128600	2014-10-07	75.63	A	74.89	A	75.19	A
USGS	14128600	2014-10-08	75.76	A	75.10	A	75.34	A
USGS	14128600	2014-10-09	75.99	A	75.61	A	75.83	A
USGS	14128600	2014-10-10	75.76	A	74.93	A	75.31	A
USGS	14128600	2014-10-11	75.85	A	75.37	A	75.63	A
USGS	14128600	2014-10-12	75.80	A	75.37	A	75.52	A
USGS	14128600	2014-10-13	75.71	A	75.26	A	75.42	A
USGS	14128600	2014-10-14	75.63	A	74.95	A	75.33	A
USGS	14128600	2014-10-15	75.78	A	75.01	A	75.41	A
USGS	14128600	2014-10-16	75.72	A	75.35	A	75.55	A
USGS	14128600	2014-10-17	75.68	A	75.21	A	75.46	A
USGS	14128600	2014-10-18	75.31	A	74.03	A	74.38	A
USGS	14128600	2014-10-19	74.33	A	73.85	A	74.07	A
USGS	14128600	2014-10-20	74.11	A	73.59	A	73.90	A
USGS	14128600	2014-10-21	73.61	A	72.79	A	73.25	A
USGS	14128600	2014-10-22	73.23	A	72.60	A	73.00	A
USGS	14128600	2014-10-23	72.60	A	71.82	A	72.30	A
USGS	14128600	2014-10-24	72.32	A	71.23	A	71.53	A
USGS	14128600	2014-10-25	74.07	A	72.18	A	73.01	A
USGS	14128600	2014-10-26	74.89	A	73.89	A	74.39	A
USGS	14128600	2014-10-27	75.21	A	74.71	A	74.98	A
USGS	14128600	2014-10-28	76.00	A	74.73	A	75.31	A
USGS	14128600	2014-10-29	76.73	A	74.95	A	75.74	A
USGS	14128600	2014-10-30	76.64	A	75.94	A	76.26	A
USGS	14128600	2014-10-31	76.48	A	76.01	A	76.26	A
USGS	14128600	2014-11-01	76.35	A	75.81	A	76.04	A
USGS	14128600	2014-11-02	75.81	A	74.88	A	75.30	A
USGS	14128600	2014-11-03	75.65	A	74.55	A	74.93	A
USGS	14128600	2014-11-04	75.45	A	74.17	A	74.65	A
USGS	14128600	2014-11-05	75.94	A	74.11	A	75.00	A
USGS	14128600	2014-11-06	75.64	A	74.07	A	74.50	A
USGS	14128600	2014-11-07	75.74	A	74.07	A	74.81	A
USGS	14128600	2014-11-08	75.76	A	74.99	A	75.32	A
USGS	14128600	2014-11-09	75.70	A	73.96	A	74.48	A
USGS	14128600	2014-11-10	75.41	A	73.60	A	74.45	A
USGS	14128600	2014-11-11	75.41	A	73.87	A	74.35	A
USGS	14128600	2014-11-12	74.39	A	72.69	A	73.53	A
USGS	14128600	2014-11-13	74.53	A	73.07	A	73.75	A
USGS	14128600	2014-11-14	74.53	A	73.71	A	74.13	A
USGS	14128600	2014-11-15	74.53	A	73.28	A	74.00	A
USGS	14128600	2014-11-16	74.46	A	72.66	A	73.51	A
USGS	14128600	2014-11-17	75.35	A	73.02	A	74.09	A
USGS	14128600	2014-11-18	75.64	A	73.56	A	74.67	A
USGS	14128600	2014-11-19	75.51	A	73.96	A	74.67	A
USGS	14128600	2014-11-20	75.17	A	73.75	A	74.48	A
USGS	14128600	2014-11-21	75.02	A	73.51	A	74.21	A
USGS	14128600	2014-11-22	75.01	A	73.32	A	74.01	A
USGS	14128600	2014-11-23	75.33	A	74.07	A	74.63	A
USGS	14128600	2014-11-24	75.72	A	74.74	A	75.13	A
USGS	14128600	2014-11-25	76.20	A	74.73	A	75.53	A
USGS	14128600	2014-11-26	76.09	A	74.71	A	75.41	A
USGS	14128600	2014-11-27	75.45	A	73.78	A	74.34	A
USGS	14128600	2014-11-28	75.04	A	74.14	A	74.50	A
USGS	14128600	2014-11-29	75.55	A	73.94	A	74.66	A
USGS	14128600	2014-11-30	75.51	A	73.95	A	74.79	A
USGS	14128600	2014-12-01	76.25	A	73.61	A	75.06	A
USGS	14128600	2014-12-02	76.07	A	74.01	A	75.04	A
USGS	14128600	2014-12-03	74.92	A	73.44	A	74.35	A
USGS	14128600	2014-12-04	75.15	A	73.44	A	74.37	A
USGS	14128600	2014-12-05	75.98	A	73.52	A	75.04	A
USGS	14128600	2014-12-06	76.03	A	74.27	A	75.38	A
USGS	14128600	2014-12-07	75.87	A	73.95	A	74.88	A
USGS	14128600	2014-12-08	74.93	A	73.27	A	74.21	A
USGS	14128600	2014-12-09	74.89	A	73.17	A	74.13	A
USGS	14128600	2014-12-10	75.95	A	73.41	A	74.84	A
USGS	14128600	2014-12-11	76.23	A	74.79	A	75.62	A
USGS	14128600	2014-12-12	75.63	A	73.43	A	74.52	A
USGS	14128600	2014-12-13	74.99	A	73.08	A	73.97	A
USGS	14128600	2014-12-14	74.78	A	73.05	A	73.88	A
USGS	14128600	2014-12-15	74.70	A	73.15	A	73.93	A
USGS	14128600	2014-12-16	75.41	A	72.92	A	74.05	A
USGS	14128600	2014-12-17	74.92	A	72.84	A	73.63	A
USGS	14128600	2014-12-18	74.54	A	72.69	A	73.70	A
USGS	14128600	2014-12-19	75.29	A	72.69	A	74.13	A
USGS	14128600	2014-12-20	74.77	A	73.76	A	74.09	A
USGS	14128600	2014-12-21	74.96	A	74.66	A	74.81	A
USGS	14128600	2014-12-22	74.75	A	73.95	A	74.37	A
USGS	14128600	2014-12-23	74.19	A	73.45	A	73.74	A
USGS	14128600	2014-12-24	75.73	A	73.03	A	74.13	A
USGS	14128600	2014-12-25	75.70	A	74.86	A	75.18	A
USGS	14128600	2014-12-26	75.01	A	74.25	A	74.52	A
USGS	14128600	2014-12-27	74.76	A	74.13	A	74.44	A
USGS	14128600	2014-12-28	74.95	A	73.84	A	74.26	A
USGS	14128600	2014-12-29	74.92	A	74.41	A	74.72	A
USGS	14128600	2014-12-30	74.91	A	73.79	A	74.11	A
USGS	14128600	2014-12-31	74.73	A	74.22	A	74.37	A
USGS	14128600	2015-01-01	75.03	A	74.34	A	74.74	A
USGS	14128600	2015-01-02	75.00	A	74.07	A	74.47	A
USGS	14128600	2015-01-03	74.77	A	73.60	A	74.16	A
USGS	14128600	2015-01-04	74.47	A	73.59	A	73.86	A
USGS	14128600	2015-01-05	75.24	A	74.08	A	74.70	A
USGS	14128600	2015-01-06	74.93	A	73.46	A	73.80	A
USGS	14128600	2015-01-07	74.29	A	73.69	A	73.95	A
USGS	14128600	2015-01-08	75.03	A	74.09	A	74.60	A
USGS	14128600	2015-01-09	76.13	A	74.58	A	75.09	A
USGS	14128600	2015-01-10	76.15	A	74.99	A	75.43	A
USGS	14128600	2015-01-11	75.89	A	74.37	A	74.85	A
USGS	14128600	2015-01-12	74.62	A	73.99	A	74.33	A
USGS	14128600	2015-01-13	75.43	A	74.57	A	74.93	A
USGS	14128600	2015-01-14	76.07	A	75.06	A	75.39	A
USGS	14128600	2015-01-15	75.13	A	74.34	A	74.60	A
USGS	14128600	2015-01-16	75.12	A	73.64	A	74.42	A
USGS	14128600	2015-01-17	75.77	A	74.45	A	74.93	A
USGS	14128600	2015-01-18	76.71	A	74.97	A	75.78	A
USGS	14128600	2015-01-19	76.43	A	75.41	A	75.76	A
USGS	14128600	2015-01-20	76.35	A	75.23	A	75.75	A
USGS	14128600	2015-01-21	75.83	A	74.41	A	75.09	A
USGS	14128600	2015-01-22	74.99	A	74.19	A	74.58	A
USGS	14128600	2015-01-23	74.61	A	73.99	A	74.27	A
USGS	14128600	2015-01-24	74.31	A	74.04	A	74.16	A
USGS	14128600	2015-01-25	75.07	A	74.07	A	74.39	A
USGS	14128600	2015-01-26	75.07	A	74.11	A	74.40	A
USGS	14128600	2015-01-27	74.51	A	73.85	A	74.07	A
USGS	14128600	2015-01-28	75.37	A	74.17	A	74.71	A
USGS	14128600	2015-01-29	75.23	A	74.11	A	74.39	A
USGS	14128600	2015-01-30	75.48	A	73.87	A	74.63	A
USGS	14128600	2015-01-31	75.95	A	75.31	A	75.60	A
USGS	14128600	2015-02-01	75.79	A	74.25	A	74.69	A
USGS	14128600	2015-02-02	74.66	A	73.97	A	74.28	A
USGS	14128600	2015-02-03	75.27	A	73.41	A	74.26	A
USGS	14128600	2015-02-04	75.49	A	74.30	A	74.81	A
USGS	14128600	2015-02-05	74.53	A	73.75	A	74.18	A
USGS	14128600	2015-02-06	75.19	A	74.23	A	74.74	A
USGS	14128600	2015-02-07	75.36	A	74.90	A	75.17	A
USGS	14128600	2015-02-08	75.32	A	74.15	A	74.71	A
USGS	14128600	2015-02-09	75.09	A	73.97	A	74.64	A
USGS	14128600	2015-02-10	75.91	A	74.20	A	75.03	A
USGS	14128600	2015-02-11	76.32	A	75.83	A	76.07	A
USGS	14128600	2015-02-12	76.03	A	74.98	A	75.32	A
USGS	14128600	2015-02-13	75.37	A	74.84	A	75.08	A
USGS	14128600	2015-02-14	74.87	A	74.05	A	74.35	A
USGS	14128600	2015-02-15	75.47	A	74.56	A	74.89	A
USGS	14128600	2015-02-16	75.43	A	74.31	A	74.65	A
USGS	14128600	2015-02-17	74.76	A	73.54	A	73.91	A
USGS	14128600	2015-02-18	74.03	A	73.47	A	73.82	A
USGS	14128600	2015-02-19	75.62	A	73.27	A	73.83	A
USGS	14128600	2015-02-20	76.13	A	75.19	A	75.69	A
USGS	14128600	2015-02-21	75.71	A	75.03	A	75.29	A
USGS	14128600	2015-02-22	76.12	A	74.99	A	75.53	A
USGS	14128600	2015-02-23	76.45	A	75.14	A	75.78	A
USGS	14128600	2015-02-24	76.11	A	75.17	A	75.74	A
USGS	14128600	2015-02-25	75.87	A	74.21	A	75.09	A
USGS	14128600	2015-02-26	74.94	A	73.66	A	74.19	A
USGS	14128600	2015-02-27	75.99	A	74.27	A	74.95	A
USGS	14128600	2015-02-28	75.90	A	74.47	A	74.89	A
USGS	14128600	2015-03-01	75.01	A	74.13	A	74.42	A
USGS	14128600	2015-03-02	74.21	A	73.23	A	73.81	A
USGS	14128600	2015-03-03	74.74	A	73.78	A	74.26	A
USGS	14128600	2015-03-04	75.33	A	74.06	A	74.59	A
USGS	14128600	2015-03-05	75.94	A	74.10	A	74.90	A
USGS	14128600	2015-03-06	76.61	A	75.60	A	75.99	A
USGS	14128600	2015-03-07	76.65	A	75.42	A	75.80	A
USGS	14128600	2015-03-08	75.43	A	74.17	A	74.68	A
USGS	14128600	2015-03-09	74.75	A	74.14	A	74.45	A
USGS	14128600	2015-03-10	76.27	A	73.58	A	74.66	A
USGS	14128600	2015-03-11	76.29	A	75.49	A	75.95	A
USGS	14128600	2015-03-12	75.92	A	75.29	A	75.55	A
USGS	14128600	2015-03-13	75.66	A	74.32	A	74.64	A
USGS	14128600	2015-03-14	75.09	A	74.30	A	74.56	A
USGS	14128600	2015-03-15	75.48	A	74.73	A	74.97	A
USGS	14128600	2015-03-16	75.58	A	74.70	A	75.13	A
USGS	14128600	2015-03-17	75.62	A	74.77	A	75.19	A
USGS	14128600	2015-03-18	75.39	A	74.51	A	74.87	A
USGS	14128600	2015-03-19	76.35	A	75.34	A	75.91	A
USGS	14128600	2015-03-20	75.91	A	75.29	A	75.57	A
USGS	14128600	2015-03-21	75.81	A	74.98	A	75.29	A
USGS	14128600	2015-03-22	76.60	A	75.24	A	75.88	A
USGS	14128600	2015-03-23	76.57	A	74.68	A	75.64	A
USGS	14128600	2015-03-24	75.50	A	74.73	A	75.01	A
USGS	14128600	2015-03-25	76.97	A	75.50	A	76.51	A
USGS	14128600	2015-03-26	77.19	A	76.64	A	76.93	A
USGS	14128600	2015-03-27	77.01	A	75.69	A	76.16	A
USGS	14128600	2015-03-28	75.98	A	74.63	A	75.32	A
USGS	14128600	2015-03-29	76.52	A	75.41	A	75.97	A
USGS	14128600	2015-03-30	76.48	A	74.78	A	75.53	A
USGS	14128600	2015-03-31	76.29	A	75.80	A	76.02	A
USGS	14128600	2015-04-01	75.89	A	74.40	A	74.85	A
USGS	14128600	2015-04-02	75.82	A	74.51	A	74.88	A
USGS	14128600	2015-04-03	76.97	A	75.82	A	76.55	A
USGS	14128600	2015-04-04	77.32	A	76.65	A	77.08	A
USGS	14128600	2015-04-05	77.17	A	76.15	A	76.72	A
USGS	14128600	2015-04-06	76.86	A	75.55	A	75.99	A
USGS	14128600	2015-04-07	76.30	A	75.57	A	75.95	A
USGS	14128600	2015-04-08	76.19	A	75.50	A	75.93	A
USGS	14128600	2015-04-09	76.44	A	75.33	A	75.73	A
USGS	14128600	2015-04-10	76.59	A	75.57	A	75.87	A
USGS	14128600	2015-04-11	75.57	A	74.53	A	74.75	A
USGS	14128600	2015-04-12	76.37	A	74.72	A	75.28	A
USGS	14128600	2015-04-13	76.69	A	76.06	A	76.34	A
USGS	14128600	2015-04-14	76.55	A	75.60	A	75.89	A
USGS	14128600	2015-04-15	76.45	A	74.97	A	75.74	A
USGS	14128600	2015-04-16	76.37	A	74.90	A	75.80	A
USGS	14128600	2015-04-17	76.07	A	74.88	A	75.37	A
USGS	14128600	2015-04-18	76.25	A	75.61	A	75.99	A
USGS	14128600	2015-04-19	75.91	A	75.41	A	75.68	A
USGS	14128600	2015-04-20	75.45	A	74.07	A	74.85	A
USGS	14128600	2015-04-21	74.07	A	72.82	A	73.18	A
USGS	14128600	2015-04-22	73.67	A	72.60	A	72.97	A
USGS	14128600	2015-04-23	74.65	A	73.19	A	73.64	A
USGS	14128600	2015-04-24	76.23	A	74.23	A	74.96	A
USGS	14128600	2015-04-25	76.38	A	75.31	A	75.96	A
USGS	14128600	2015-04-26	76.30	A	75.85	A	76.04	A
USGS	14128600	2015-04-27	76.57	A	75.91	A	76.27	A
USGS	14128600	2015-04-28	76.13	A	74.81	A	75.57	A
USGS	14128600	2015-04-29	75.95	A	75.27	A	75.70	A
USGS	14128600	2015-04-30	75.79	A	74.72	A	74.96	A
USGS	14128600	2015-05-01	75.54	A	74.49	A	75.01	A
USGS	14128600	2015-05-02	76.06	A	74.96	A	75.66	A
USGS	14128600	2015-05-03	76.02	A	74.94	A	75.26	A
USGS	14128600	2015-05-04	75.26	A	73.97	A	74.70	A
USGS	14128600	2015-05-05	74.00	A	73.19	A	73.53	A
USGS	14128600	2015-05-06	73.63	A	72.89	A	73.20	A
USGS	14128600	2015-05-07	73.75	A	73.32	A	73.48	A
USGS	14128600	2015-05-08	74.28	A	73.75	A	74.02	A
USGS	14128600	2015-05-09	74.51	A	73.40	A	73.90	A
USGS	14128600	2015-05-10	74.55	A	73.45	A	74.08	A
USGS	14128600	2015-05-11	74.52	A	73.53	A	74.09	A
USGS	14128600	2015-05-12	74.44	A	73.46	A	73.70	A
USGS	14128600	2015-05-13	73.68	A	72.79	A	73.38	A
USGS	14128600	2015-05-14	73.95	A	72.95	A	73.47	A
USGS	14128600	2015-05-15	73.90	A	73.34	A	73.60	A
USGS	14128600	2015-05-16	74.65	A	73.52	A	74.06	A
USGS	14128600	2015-05-17	74.65	A	74.25	A	74.48	A
USGS	14128600	2015-05-18	74.42	A	73.43	A	73.89	A
USGS	14128600	2015-05-19	74.03	A	73.27	A	73.47	A
USGS	14128600	2015-05-20	73.79	A	73.34	A	73.49	A
USGS	14128600	2015-05-21	73.63	A	73.10	A	73.35	A
USGS	14128600	2015-05-22	73.93	A	73.29	A	73.49	A
USGS	14128600	2015-05-23	74.47	A	73.39	A	73.90	A
USGS	14128600	2015-05-24	75.23	A	73.95	A	74.47	A
USGS	14128600	2015-05-25	75.21	A	74.24	A	74.62	A
USGS	14128600	2015-05-26	74.73	A	73.68	A	74.29	A
USGS	14128600	2015-05-27	74.84	A	74.57	A	74.70	A
USGS	14128600	2015-05-28	74.81	A	74.00	A	74.39	A
USGS	14128600	2015-05-29	74.76	A	73.90	A	74.24	A
USGS	14128600	2015-05-30	75.45	A	74.28	A	74.59	A
USGS	14128600	2015-05-31	77.13	A	75.33	A	76.27	A
USGS	14128600	2015-06-01	77.09	A	76.42	A	76.83	A
USGS	14128600	2015-06-02	76.42	A	74.52	A	74.89	A
USGS	14128600	2015-06-03	74.63	A	73.65	A	73.99	A
USGS	14128600	2015-06-04	74.93	A	74.22	A	74.48	A
USGS	14128600	2015-06-05	75.04	A	73.88	A	74.36	A
USGS	14128600	2015-06-06	75.15	A	73.92	A	74.38	A
USGS	14128600	2015-06-07	74.35	A	74.06	A	74.18	A
USGS	14128600	2015-06-08	74.31	A	73.38	A	73.73	A
USGS	14128600	2015-06-09	74.67	A	73.95	A	74.38	A
USGS	14128600	2015-06-10	74.56	A	73.74	A	74.18	A
USGS	14128600	2015-06-11	74.75	A	73.83	A	74.21	A
USGS	14128600	2015-06-12	74.79	A	74.08	A	74.32	A
USGS	14128600	2015-06-13	75.46	A	74.79	A	75.28	A
USGS	14128600	2015-06-14	75.95	A	75.17	A	75.38	A
USGS	14128600	2015-06-15	75.89	A	75.14	A	75.48	A
USGS	14128600	2015-06-16	75.14	A	74.58	A	74.86	A
USGS	14128600	2015-06-17	74.97	A	74.45	A	74.64	A
USGS	14128600	2015-06-18	74.61	A	73.97	A	74.18	A
USGS	14128600	2015-06-19	74.13	A	73.86	A	74.01	A
USGS	14128600	2015-06-20	74.04	A	73.87	A	73.94	A
USGS	14128600	2015-06-21	74.20	A	73.68	A	73.86	A
USGS	14128600	2015-06-22	74.75	A	74.20	A	74.44	A
USGS	14128600	2015-06-23	74.72	A	74.39	A	74.50	A
USGS	14128600	2015-06-24	75.01	A	74.45	A	74.78	A
USGS	14128600	2015-06-25	75.08	A	74.21	A	74.72	A
USGS	14128600	2015-06-26	75.53	A	74.27	A	74.67	A
USGS	14128600	2015-06-27	75.63	A	74.39	A	74.80	A
USGS	14128600	2015-06-28	74.99	A	74.62	A	74.81	A
USGS	14128600	2015-06-29	74.97	A	74.32	A	74.67	A
USGS	14128600	2015-06-30	75.72	A	74.81	A	75.18	A
USGS	14128600	2015-07-01	75.48	A	74.41	A	74.90	A
USGS	14128600	2015-07-02	75.64	A	74.68	A	75.10	A
USGS	14128600	2015-07-03	75.70	A	74.55	A	74.90	A
USGS	14128600	2015-07-04	75.17	A	74.49	A	74.72	A
USGS	14128600	2015-07-05	75.15	A	74.30	A	74.73	A
USGS	14128600	2015-07-06	74.92	A	74.03	A	74.33	A
USGS	14128600	2015-07-07	74.44	A	73.49	A	73.96	A
USGS	14128600	2015-07-08	74.40	A	73.39	A	73.78	A
USGS	14128600	2015-07-09	75.33	A	73.66	A	74.15	A
USGS	14128600	2015-07-10	75.29	A	74.53	A	74.79	A
USGS	14128600	2015-07-11	74.63	A	74.05	A	74.28	A
USGS	14128600	2015-07-12	74.30	A	73.92	A	74.09	A
USGS	14128600	2015-07-13	74.42	A	74.06	A	74.26	A
USGS	14128600	2015-07-14	74.50	A	73.90	A	74.20	A
USGS	14128600	2015-07-15	74.51	A	73.48	A	73.87	A
USGS	14128600	2015-07-16	73.98	A	73.41	A	73.76	A
USGS	14128600	2015-07-17	75.03	A	73.83	A	74.25	A
USGS	14128600	2015-07-18	75.51	A	74.60	A	75.05	A
USGS	14128600	2015-07-19	75.37	A	74.30	A	74.62	A
USGS	14128600	2015-07-20	75.44	A	74.68	A	75.01	A
USGS	14128600	2015-07-21	75.73	A	74.75	A	75.13	A
USGS	14128600	2015-07-22	75.69	A	74.89	A	75.17	A
USGS	14128600	2015-07-23	75.03	A	74.60	A	74.86	A
USGS	14128600	2015-07-24	75.43	A	74.49	A	74.76	A
USGS	14128600	2015-07-25	75.45	A	74.98	A	75.19	A
USGS	14128600	2015-07-26	74.98	A	74.61	A	74.70	A
USGS	14128600	2015-07-27	75.06	A	74.70	A	74.84	A
USGS	14128600	2015-07-28	75.44	A	74.90	A	75.11	A
USGS	14128600	2015-07-29	75.51	A	74.80	A	75.09	A
USGS	14128600	2015-07-30	75.73	A	75.30	A	75.50	A
USGS	14128600	2015-07-31	75.75	A	74.60	A	75.00	A
USGS	14128600	2015-08-01	76.98	A	75.36	A	75.81	A
USGS	14128600	2015-08-02	77.00	A	75.71	A	76.18	A
USGS	14128600	2015-08-03	75.74	A	74.92	A	75.26	A
USGS	14128600	2015-08-04	76.57	A	74.98	A	75.46	A
USGS	14128600	2015-08-05	76.89	A	76.00	A	76.43	A
USGS	14128600	2015-08-06	77.04	A	76.23	A	76.64	A
USGS	14128600	2015-08-07	77.54	A	76.85	A	77.16	A
USGS	14128600	2015-08-08	77.39	A	76.57	A	76.84	A
USGS	14128600	2015-08-09	76.95	A	76.15	A	76.42	A
USGS	14128600	2015-08-10	76.24	A	74.43	A	75.22	A
USGS	14128600	2015-08-11	76.15	A	74.81	A	75.26	A
USGS	14128600	2015-08-12	76.33	A	74.72	A	75.36	A
USGS	14128600	2015-08-13	76.40	A	75.61	A	75.93	A
USGS	14128600	2015-08-14	76.73	A	75.35	A	76.07	A
USGS	14128600	2015-08-15	76.47	A	75.90	A	76.14	A
USGS	14128600	2015-08-16	76.59	A	76.05	A	76.35	A
USGS	14128600	2015-08-17	76.60	A	75.77	A	76.08	A
USGS	14128600	2015-08-18	76.53	A	76.16	A	76.28	A
USGS	14128600	2015-08-19	76.56	A	75.88	A	76.19	A
USGS	14128600	2015-08-20	76.65	A	75.91	A	76.19	A
USGS	14128600	2015-08-21	76.61	A	76.05	A	76.37	A
USGS	14128600	2015-08-22	76.73	A	76.49	A	76.64	A
USGS	14128600	2015-08-23	76.89	A	76.39	A	76.49	A
USGS	14128600	2015-08-24	76.88	A	75.97	A	76.49	A
USGS	14128600	2015-08-25	76.69	A	75.60	A	76.12	A
USGS	14128600	2015-08-26	76.65	A	75.67	A	76.07	A
USGS	14128600	2015-08-27	76.88	A	75.71	A	76.15	A
USGS	14128600	2015-08-28	76.94	A	75.83	A	76.36	A
USGS	14128600	2015-08-29	76.85	A	75.84	A	76.02	A
USGS	14128600	2015-08-30	76.13	A	75.93	A	76.03	A
USGS	14128600	2015-08-31	76.47	A	76.11	A	76.29	A
USGS	14128600	2015-09-01	76.39	A	75.90	A	76.02	A
USGS	14128600	2015-09-02	76.57	A	76.03	A	76.25	A
USGS	14128600	2015-09-03	76.86	A	76.14	A	76.37	A
USGS	14128600	2015-09-04	76.78	A	76.17	A	76.39	A
USGS	14128600	2015-09-05	76.33	A	75.85	A	76.05	A
USGS	14128600	2015-09-06	76.27	A	75.90	A	76.08	A
USGS	14128600	2015-09-07	76.25	A	75.94	A	76.06	A
USGS	14128600	2015-09-08	76.34	A	76.07	A	76.19	A
USGS	14128600	2015-09-09	76.69	A	75.96	A	76.14	A
USGS	14128600	2015-09-10	76.62	A	76.37	A	76.46	A
USGS	14128600	2015-09-11	76.45	A	76.11	A	76.25	A
USGS	14128600	2015-09-12	76.44	A	76.09	A	76.25	A
USGS	14128600	2015-09-13	76.43	A	75.89	A	76.19	A
USGS	14128600	2015-09-14	75.94	A	75.70	A	75.82	A
USGS	14128600	2015-09-15	76.20	A	75.77	A	75.90	A
USGS	14128600	2015-09-16	76.21	A	75.75	A	75.98	A
USGS	14128600	2015-09-17	76.04	A	75.66	A	75.83	A
USGS	14128600	2015-09-18	76.34	A	75.87	A	76.08	A
USGS	14128600	2015-09-19	76.32	A	75.62	A	75.86	A
USGS	14128600	2015-09-20	75.85	A	75.35	A	75.55	A
USGS	14128600	2015-09-21	75.51	A	75.15	A	75.31	A
USGS	14128600	2015-09-22	75.61	A	74.66	A	75.10	A
USGS	14128600	2015-09-23	75.79	A	75.34	A	75.56	A
USGS	14128600	2015-09-24	75.76	A	75.17	A	75.43	A
USGS	14128600	2015-09-25	75.77	A	75.34	A	75.50	A
USGS	14128600	2015-09-26	76.21	A	75.34	A	75.62	A
USGS	14128600	2015-09-27	76.59	A	75.87	A	76.29	A
USGS	14128600	2015-09-28	76.59	A	76.17	A	76.36	A
USGS	14128600	2015-09-29	76.55	A	76.10	A	76.33	A
USGS	14128600	2015-09-30	76.47	A	76.01	A	76.24	A
USGS	14128600	2015-10-01	76.39	A	76.05	A	76.26	A
USGS	14128600	2015-10-02	76.32	A	75.87	A	76.11	A
USGS	14128600	2015-10-03	76.58	A	75.93	A	76.26	A
USGS	14128600	2015-10-04	76.46	A	76.00	A	76.26	A
USGS	14128600	2015-10-05	76.43	A	75.84	A	76.15	A
